ImageNumber	ObjectNumber	Location_Center_X	Location_Center_Y	Location_Center_Z	Number_Object_Number	Parent_SpeckleFinal
1	286	1290.6032608695652	642.1304347826087	0	286	286
1	287	2277.5637583892617	646.8389261744967	0	287	287
1	288	2237.6785714285716	646.5	0	288	288
1	289	1003.7692307692307	652.4153846153846	0	289	289
1	290	1011.6914893617021	649.5744680851063	0	290	290
1	291	1016.4366197183099	658.7511737089202	0	291	291
1	292	2241.900900900901	661.5135135135135	0	292	292
1	293	998.5439330543933	662.5941422594142	0	293	293
1	294	978.9960317460317	664.436507936508	0	294	294
1	295	1018.1282051282051	667.7435897435897	0	295	295
1	296	2243.6969696969695	669.1515151515151	0	296	296
1	297	986.1409090909091	673.7363636363636	0	297	297
1	298	1032.576923076923	680.0384615384615	0	298	298
1	299	2221.181818181818	693.4727272727273	0	299	299
1	300	2250.3736263736264	696.934065934066	0	300	300
1	301	2281.3818181818183	697.6727272727272	0	301	301
1	302	1791.6458333333333	717.3958333333334	0	302	302
1	303	570.3253012048193	719.3855421686746	0	303	303
1	304	592.4029850746268	719.3134328358209	0	304	304
1	305	2277.7948717948716	721.5128205128206	0	305	305
1	306	1768.0	721.8222222222222	0	306	306
1	307	1760.641791044776	725.8059701492538	0	307	307
1	308	573.04	726.32	0	308	308
1	309	565.0416666666666	726.9166666666666	0	309	309
1	310	532.9	728.8333333333334	0	310	310
1	311	593.4035087719299	729.7017543859649	0	311	311
1	312	508.11538461538464	733.3846153846154	0	312	312
1	313	2223.8813559322034	733.0508474576271	0	313	313
1	314	526.4809160305343	735.4732824427481	0	314	314
1	315	502.46666666666664	752.6	0	315	315
1	316	1708.4193548387098	753.741935483871	0	316	316
1	317	580.474358974359	757.0	0	317	317
1	318	2236.582089552239	756.1741293532339	0	318	318
1	319	569.1822916666666	759.21875	0	319	319
1	320	220.6764705882353	759.4852941176471	0	320	320
1	321	1797.0481927710844	759.210843373494	0	321	321
1	322	254.24444444444444	759.6444444444444	0	322	322
1	323	1729.5061224489796	760.3714285714286	0	323	323
1	324	586.6756756756756	761.2162162162163	0	324	324
1	325	1706.953488372093	759.953488372093	0	325	325
1	326	557.2068965517242	763.3103448275862	0	326	326
1	327	287.15625	767.25	0	327	327
1	328	498.3448275862069	771.551724137931	0	328	328
1	329	254.67567567567568	775.081081081081	0	329	329
1	330	285.775	775.4	0	330	330
1	331	227.35714285714286	776.5357142857143	0	331	331
1	332	199.93548387096774	779.6129032258065	0	332	332
1	333	1749.5309734513273	780.787610619469	0	333	333
1	334	217.44036697247705	782.6238532110092	0	334	334
1	335	253.40816326530611	784.0408163265306	0	335	335
1	336	1038.4864864864865	787.7162162162163	0	336	336
1	337	1711.3204225352113	789.5387323943662	0	337	337
1	338	210.8139534883721	790.3372093023256	0	338	338
1	339	254.98907103825135	792.4153005464481	0	339	339
1	340	205.42307692307693	794.9230769230769	0	340	340
1	341	224.15060240963857	793.1084337349398	0	341	341
1	342	1068.2521008403362	793.9915966386554	0	342	342
1	343	1731.658536585366	798.0	0	343	343
1	344	1018.6529411764706	807.1294117647059	0	344	344
1	345	179.20289855072463	810.9710144927536	0	345	345
1	346	248.34545454545454	813.5454545454545	0	346	346
1	347	182.62886597938143	817.1340206185567	0	347	347
1	348	1047.071052631579	825.5184210526315	0	348	348
1	349	210.16666666666666	826.0	0	349	349
1	350	987.85	825.7	0	350	350
1	351	228.76190476190476	826.9047619047619	0	351	351
1	352	1286.4411764705883	830.1470588235294	0	352	352
1	353	1060.2700729927008	835.9343065693431	0	353	353
1	354	1083.2277227722773	831.2178217821782	0	354	354
1	355	702.2216748768473	834.1083743842364	0	355	355
1	356	1038.6461538461538	832.8923076923077	0	356	356
1	357	200.81224489795918	835.4857142857143	0	357	357
1	358	978.34375	847.65625	0	358	358
1	359	1256.5294117647059	846.2205882352941	0	359	359
1	360	986.2454545454545	848.9181818181818	0	360	360
1	361	1295.75	846.9375	0	361	361
1	362	1315.0	853.09	0	362	362
1	363	1065.375	854.9861111111111	0	363	363
1	364	732.71	860.04	0	364	364
1	365	693.3478260869565	859.7826086956521	0	365	365
1	366	1262.6237623762377	868.3465346534654	0	366	366
1	367	608.6037735849056	871.0943396226415	0	367	367
1	368	614.76	873.2	0	368	368
1	369	976.2697368421053	872.4342105263158	0	369	369
1	370	1315.1136363636363	877.4090909090909	0	370	370
1	371	583.4418604651163	877.0930232558139	0	371	371
1	372	969.7105263157895	878.1578947368421	0	372	372
1	373	1260.357142857143	879.8928571428571	0	373	373
1	374	1034.8125	882.2102272727273	0	374	374
1	375	634.7	885.15	0	375	375
1	376	577.638036809816	887.920245398773	0	376	376
1	377	1321.7389162561576	887.5123152709359	0	377	377
1	378	1916.225352112676	889.0140845070423	0	378	378
1	379	1267.3529411764705	893.4901960784314	0	379	379
1	380	675.6753246753246	892.1515151515151	0	380	380
1	381	641.2105263157895	896.0263157894736	0	381	381
1	382	1016.1724137931035	895.8620689655172	0	382	382
1	383	1317.5652173913043	896.2608695652174	0	383	383
1	384	1905.44	895.26	0	384	384
1	385	1950.5205479452054	899.054794520548	0	385	385
1	386	1238.3974358974358	899.3076923076923	0	386	386
1	387	1898.9761904761904	899.0238095238095	0	387	387
1	388	1309.142857142857	903.0714285714286	0	388	388
1	389	673.9772727272727	904.5	0	389	389
1	390	1005.6129032258065	902.763440860215	0	390	390
1	391	1968.962962962963	905.7129629629629	0	391	391
1	392	579.5458937198067	903.4057971014493	0	392	392
1	393	968.9906542056075	907.9439252336449	0	393	393
1	394	1015.5472636815921	905.2885572139304	0	394	394
1	395	1890.923076923077	910.5475113122172	0	395	395
1	396	1328.804347826087	910.7826086956521	0	396	396
1	397	632.4350282485875	916.5593220338983	0	397	397
1	398	1267.2511848341233	913.9431279620853	0	398	398
1	399	1883.35	919.85	0	399	399
1	400	1327.6190476190477	921.5238095238095	0	400	400
1	401	1269.5526315789473	923.9342105263158	0	401	401
1	402	1975.546511627907	923.1279069767442	0	402	402
1	403	1318.7051282051282	926.1282051282051	0	403	403
1	404	1263.128205128205	929.3846153846154	0	404	404
1	405	1290.3690476190477	930.702380952381	0	405	405
1	406	1311.6341463414635	930.7560975609756	0	406	406
1	407	1629.5887096774193	934.2983870967741	0	407	407
1	408	2000.3162393162393	934.8632478632478	0	408	408
1	409	1972.3643410852712	937.1860465116279	0	409	409
1	410	1301.909090909091	935.7575757575758	0	410	410
1	411	1312.280701754386	935.8070175438596	0	411	411
1	412	1338.3809523809523	945.3333333333334	0	412	412
1	413	2000.1756756756756	945.2162162162163	0	413	413
1	414	1270.530864197531	949.2716049382716	0	414	414
1	415	1892.4843205574914	948.0696864111499	0	415	415
1	416	1951.081081081081	949.2972972972973	0	416	416
1	417	1653.1899441340781	951.1843575418994	0	417	417
1	418	1664.7307692307693	952.6923076923077	0	418	418
1	419	1632.592105263158	955.9736842105264	0	419	419
1	420	2006.4930555555557	954.2291666666666	0	420	420
1	421	1898.6076923076923	959.7615384615384	0	421	421
1	422	1906.6896551724137	958.7931034482758	0	422	422
1	423	1955.304347826087	959.1086956521739	0	423	423
1	424	1298.9014084507041	963.7253521126761	0	424	424
1	425	1337.7906976744187	963.6279069767442	0	425	425
1	426	1952.5	964.3076923076923	0	426	426
1	427	1918.2075471698113	972.2452830188679	0	427	427
1	428	1928.7333333333333	978.3666666666667	0	428	428
1	429	1641.4444444444443	980.1111111111111	0	429	429
1	430	1943.1666666666667	983.2142857142857	0	430	430
1	431	1937.2096774193549	980.7177419354839	0	431	431
1	432	1633.0695652173913	986.7739130434783	0	432	432
1	433	1697.388888888889	985.0555555555555	0	433	433
1	434	2250.448275862069	989.3103448275862	0	434	434
1	435	1932.418918918919	989.2702702702703	0	435	435
1	436	1943.1041666666667	993.5833333333334	0	436	436
1	437	2238.8522727272725	994.2992424242424	0	437	437
1	438	1982.7833333333333	996.725	0	438	438
1	439	1674.8658008658008	999.5974025974026	0	439	439
1	440	648.9529411764706	1000.9294117647058	0	440	440
1	441	681.1860465116279	1001.2325581395348	0	441	441
1	442	592.3846153846154	1001.5384615384615	0	442	442
1	443	1686.919191919192	1000.989898989899	0	443	443
1	444	1692.5369127516778	1007.0469798657718	0	444	444
1	445	626.6428571428571	1005.6607142857143	0	445	445
1	446	2212.2526315789473	1010.3614035087719	0	446	446
1	447	2222.8	1010.8	0	447	447
1	448	1639.135593220339	1013.9039548022599	0	448	448
1	449	568.2950819672132	1016.983606557377	0	449	449
1	450	2267.2875	1018.35	0	450	450
1	451	686.6129032258065	1026.967741935484	0	451	451
1	452	617.7692307692307	1027.8076923076924	0	452	452
1	453	565.0341685649203	1039.633257403189	0	453	453
1	454	678.698275862069	1040.1379310344828	0	454	454
1	455	2218.5652173913045	1042.7463768115942	0	455	455
1	456	2265.7551020408164	1045.938775510204	0	456	456
1	457	2205.8	1049.96	0	457	457
1	458	2249.0	1050.516129032258	0	458	458
1	459	2196.909090909091	1051.8636363636363	0	459	459
1	460	1658.7462686567164	1052.8208955223881	0	460	460
1	461	633.4833333333333	1057.0555555555557	0	461	461
1	462	1669.192546583851	1056.751552795031	0	462	462
1	463	567.0845070422536	1059.718309859155	0	463	463
1	464	2200.097142857143	1060.8971428571429	0	464	464
1	465	625.6756756756756	1063.7567567567567	0	465	465
1	466	1692.1195652173913	1061.0326086956522	0	466	466
1	467	623.2368421052631	1069.1842105263158	0	467	467
1	468	578.2857142857143	1068.7619047619048	0	468	468
1	469	620.6666666666666	1073.6666666666667	0	469	469
1	470	616.2325581395348	1076.5348837209303	0	470	470
1	471	2244.0696517412935	1073.55223880597	0	471	471
1	472	1279.7472527472528	1101.2527472527472	0	472	472
1	473	214.502538071066	1112.2131979695432	0	473	473
1	474	223.2608695652174	1119.6739130434783	0	474	474
1	475	1284.7	1125.14	0	475	475
1	476	1291.3975903614457	1136.9578313253012	0	476	476
1	477	1282.6806722689075	1136.0672268907563	0	477	477
1	478	1308.2682926829268	1138.3658536585365	0	478	478
1	479	1274.111111111111	1140.5333333333333	0	479	479
1	480	192.34315789473683	1140.362105263158	0	480	480
1	481	206.42	1142.96	0	481	481
1	482	1258.942528735632	1144.2298850574712	0	482	482
1	483	250.25714285714287	1146.4	0	483	483
1	484	244.2	1146.3	0	484	484
1	485	186.44	1157.72	0	485	485
1	486	1237.2173913043478	1161.4782608695652	0	486	486
1	487	1273.0526315789473	1159.2105263157894	0	487	487
1	488	1570.0422535211267	1164.605633802817	0	488	488
1	489	1604.3801652892562	1162.388429752066	0	489	489
1	490	261.8135593220339	1166.2542372881355	0	490	490
1	491	1578.9803921568628	1168.8431372549019	0	491	491
1	492	262.1818181818182	1172.5454545454545	0	492	492
1	493	1242.516339869281	1166.3071895424837	0	493	493
1	494	1602.490909090909	1171.990909090909	0	494	494
1	495	499.2659574468085	1172.7446808510638	0	495	495
1	496	1577.8032786885246	1175.7377049180327	0	496	496
1	497	1030.016	1180.672	0	497	497
1	498	1047.55078125	1183.82421875	0	498	498
1	499	468.7692307692308	1186.0102564102565	0	499	499
1	500	512.0	1191.1725888324872	0	500	500
1	501	191.3542600896861	1196.6233183856502	0	501	501
1	502	478.69444444444446	1195.25	0	502	502
1	503	1566.2222222222222	1197.2	0	503	503
1	504	255.8687150837989	1198.231843575419	0	504	504
1	505	265.4390243902439	1201.9268292682927	0	505	505
1	506	537.9074074074074	1199.6851851851852	0	506	506
1	507	1608.597014925373	1205.0298507462687	0	507	507
1	508	983.2203389830509	1211.4406779661017	0	508	508
1	509	500.0833333333333	1215.45	0	509	509
1	510	541.1803278688525	1217.4918032786886	0	510	510
1	511	246.73145780051152	1222.4884910485935	0	511	511
1	512	1066.2051282051282	1223.2564102564102	0	512	512
1	513	768.8578680203045	1225.253807106599	0	513	513
1	514	482.7692307692308	1229.2307692307693	0	514	514
1	515	1599.9599198396793	1224.258517034068	0	515	515
1	516	1053.0	1231.0	0	516	516
1	517	1086.3461538461538	1233.1410256410256	0	517	517
1	518	751.4649681528663	1234.9808917197452	0	518	518
1	519	1054.75	1238.357142857143	0	519	519
1	520	243.53146853146853	1239.8041958041958	0	520	520
1	521	470.0	1237.486956521739	0	521	521
1	522	744.1145833333334	1242.0416666666667	0	522	522
1	523	979.4675324675325	1239.077922077922	0	523	523
1	524	252.6769230769231	1239.7615384615385	0	524	524
1	525	753.75	1244.0714285714287	0	525	525
1	526	1077.5813953488373	1240.5116279069769	0	526	526
1	527	474.6818181818182	1244.590909090909	0	527	527
1	528	484.1304347826087	1247.1304347826087	0	528	528
1	529	1062.72	1246.02	0	529	529
1	530	513.439024390244	1248.1463414634147	0	530	530
1	531	1026.1363636363637	1248.2045454545455	0	531	531
1	532	2052.0	1247.452380952381	0	532	532
1	533	2056.771739130435	1250.6521739130435	0	533	533
1	534	2105.1234567901233	1249.5432098765432	0	534	534
1	535	491.88	1246.92	0	535	535
1	536	725.1410256410256	1252.6923076923076	0	536	536
1	537	1005.7241379310345	1251.5862068965516	0	537	537
1	538	1048.578947368421	1250.8026315789473	0	538	538
1	539	2115.2992424242425	1253.878787878788	0	539	539
1	540	488.5176470588235	1256.0117647058823	0	540	540
1	541	1037.2297297297298	1252.9594594594594	0	541	541
