ImageNumber	ObjectNumber	AreaShape_Area	AreaShape_BoundingBoxArea	AreaShape_BoundingBoxMaximum_X	AreaShape_BoundingBoxMaximum_Y	AreaShape_BoundingBoxMinimum_X	AreaShape_BoundingBoxMinimum_Y	AreaShape_Center_X	AreaShape_Center_Y	AreaShape_CentralMoment_0_0	AreaShape_CentralMoment_0_1	AreaShape_CentralMoment_0_2	AreaShape_CentralMoment_0_3	AreaShape_CentralMoment_1_0	AreaShape_CentralMoment_1_1	AreaShape_CentralMoment_1_2	AreaShape_CentralMoment_1_3	AreaShape_CentralMoment_2_0	AreaShape_CentralMoment_2_1	AreaShape_CentralMoment_2_2	AreaShape_CentralMoment_2_3	AreaShape_Compactness	AreaShape_ConvexArea	AreaShape_Eccentricity	AreaShape_EquivalentDiameter	AreaShape_EulerNumber	AreaShape_Extent	AreaShape_FormFactor	AreaShape_HuMoment_0	AreaShape_HuMoment_1	AreaShape_HuMoment_2	AreaShape_HuMoment_3	AreaShape_HuMoment_4	AreaShape_HuMoment_5	AreaShape_HuMoment_6	AreaShape_InertiaTensorEigenvalues_0	AreaShape_InertiaTensorEigenvalues_1	AreaShape_InertiaTensor_0_0	AreaShape_InertiaTensor_0_1	AreaShape_InertiaTensor_1_0	AreaShape_InertiaTensor_1_1	AreaShape_MajorAxisLength	AreaShape_MaxFeretDiameter	AreaShape_MaximumRadius	AreaShape_MeanRadius	AreaShape_MedianRadius	AreaShape_MinFeretDiameter	AreaShape_MinorAxisLength	AreaShape_NormalizedMoment_0_0	AreaShape_NormalizedMoment_0_1	AreaShape_NormalizedMoment_0_2	AreaShape_NormalizedMoment_0_3	AreaShape_NormalizedMoment_1_0	AreaShape_NormalizedMoment_1_1	AreaShape_NormalizedMoment_1_2	AreaShape_NormalizedMoment_1_3	AreaShape_NormalizedMoment_2_0	AreaShape_NormalizedMoment_2_1	AreaShape_NormalizedMoment_2_2	AreaShape_NormalizedMoment_2_3	AreaShape_NormalizedMoment_3_0	AreaShape_NormalizedMoment_3_1	AreaShape_NormalizedMoment_3_2	AreaShape_NormalizedMoment_3_3	AreaShape_Orientation	AreaShape_Perimeter	AreaShape_Solidity	AreaShape_SpatialMoment_0_0	AreaShape_SpatialMoment_0_1	AreaShape_SpatialMoment_0_2	AreaShape_SpatialMoment_0_3	AreaShape_SpatialMoment_1_0	AreaShape_SpatialMoment_1_1	AreaShape_SpatialMoment_1_2	AreaShape_SpatialMoment_1_3	AreaShape_SpatialMoment_2_0	AreaShape_SpatialMoment_2_1	AreaShape_SpatialMoment_2_2	AreaShape_SpatialMoment_2_3	AreaShape_Zernike_0_0	AreaShape_Zernike_1_1	AreaShape_Zernike_2_0	AreaShape_Zernike_2_2	AreaShape_Zernike_3_1	AreaShape_Zernike_3_3	AreaShape_Zernike_4_0	AreaShape_Zernike_4_2	AreaShape_Zernike_4_4	AreaShape_Zernike_5_1	AreaShape_Zernike_5_3	AreaShape_Zernike_5_5	AreaShape_Zernike_6_0	AreaShape_Zernike_6_2	AreaShape_Zernike_6_4	AreaShape_Zernike_6_6	AreaShape_Zernike_7_1	AreaShape_Zernike_7_3	AreaShape_Zernike_7_5	AreaShape_Zernike_7_7	AreaShape_Zernike_8_0	AreaShape_Zernike_8_2	AreaShape_Zernike_8_4	AreaShape_Zernike_8_6	AreaShape_Zernike_8_8	AreaShape_Zernike_9_1	AreaShape_Zernike_9_3	AreaShape_Zernike_9_5	AreaShape_Zernike_9_7	AreaShape_Zernike_9_9	Children_CY3spot_Count	Location_Center_X	Location_Center_Y	Location_Center_Z	Number_Object_Number	Parent_CY3spot
1	42	13890	17875	125	1535	0	1392	55.59726421886249	1465.7568034557235	13890.0	-1.1937117960769683e-10	14749149.096040318	67158113.57195821	5.439630967885023e-10	3506678.558531304	2839734.8465698175	6595109703.345083	17499442.48207344	-96478564.29320106	14700560370.03906	-150871294500.4787	1.2071183475239922	14088	0.6154120186878149	132.98607925783588	1	0.777062937062937	0.828419186943163	0.16714995367859345	0.0015246380998501373	0.0002547496441169472	7.753116494178448e-06	3.4393077916539956e-10	2.9447613136732486e-07	-2.089763269613481e-11	1432.0351656391358	889.6776909565272	1061.8537866119739	-252.46065936150495	-252.46065936150495	1259.859069983689	151.36896197776537	159.55249919697278	58.249463516842795	20.84500283944303	18.439088914585774	123.53013805464767	119.3098615174137	nan	nan	0.07644735684751432	0.002953540117839845	nan	0.018175713416955	0.00012488842147695208	0.0024610208143058527	0.09070259683107913	-0.004243021356551951	0.005485638098525633	-0.0004776928672510481	-0.0025927528077810172	0.003926170333474458	-0.0003743013152341887	0.00045246309184392364	34.29366656963889	459.0193359837562	0.9859454855195912	13890.0	772246.0	57683914.0	4914250600.0	1024482.0	60465075.0	4647344311.0	402046186977.0	93061960.0	5594794617.0	429806644237.0	36987188437563.0	0.6947125457191111	0.07053236264471824	0.17352081426670202	0.06612057779242549	0.014846675887359835	0.018321109463230033	0.03678037156159735	0.003928646120034595	0.016192400347894525	0.01596221329904696	0.030421276189342938	0.006888207027004222	0.01216696841051704	0.017632139091551424	0.001985193149778453	0.0037323023637592457	0.009993855301546027	0.010159322610858277	0.005915060015693935	0.0058800783602649355	0.0007472717173247499	0.004192009890317857	0.0020855265768061344	0.004179359155548769	0.0048726711193857655	0.002970916330231931	0.013465878480990456	0.01020928296315114	0.0038546235686966906	0.0012672274961411148	1	55.59726421886249	1465.7568034557235	0	42	123
1	43	14640	20328	2304	1540	2136	1419	2226.285519125683	1474.973155737705	14640.0	3.836930773104541e-11	32414748.530054655	-170573030.7371073	-8.86757334228605e-11	-1403399.7909836045	134995217.01220068	-2676606959.233021	10521320.45020492	105331612.30766976	22885461194.84908	332317190379.9434	1.5154397809221305	16365	0.8240550067627351	136.52921641510576	1	0.7201889020070839	0.6598744553158751	0.20032729487788703	0.010605795657731868	0.0006084640371495174	2.945213657358104e-05	-3.2940908322519607e-09	-1.3986264952159484e-06	-2.16651159596425e-09	2220.2419268711014	712.5496701411647	2214.12216735346	95.86064146062873	95.86064146062873	718.669429658806	188.47777277423887	181.1767093199344	47.16990566028302	18.38393890747728	17.0	114.60893803292765	106.77450408341232	nan	nan	0.1512378529613019	-0.006577451800322902	nan	-0.006547858023266989	0.00520553882014548	-0.0008530242402818173	0.04908944191658511	0.004061683139533256	0.007293507581265916	0.0008753042534420673	-0.0003968961198640678	-0.0005281072967716196	0.0006585887724262212	5.194811239981221e-05	-86.34718482239757	528.0132393293463	0.8945921173235564	14640.0	1321780.0	151752342.0	19383630742.0	819447.0	72580798.0	8375639332.0	1084531380286.0	56388355.0	5039278086.0	589852307748.0	77530576714326.0	0.5537527382523303	0.08165726272603036	0.14370170083128914	0.08724839671041504	0.04936583664524867	0.03665200108813868	0.009522214897374927	0.04142923633062939	0.014164457177849362	0.00950203073915398	0.0025104521211407873	0.017116485196116395	0.01065305007313722	0.005133339942039705	0.009185865064483193	0.011533007741343162	0.009011389559319584	0.01733193253006621	0.0150858704799039	0.004803172168186377	0.004138887951080884	0.004207562862765657	0.003921427860608236	0.004223761379045977	0.0025134526958134336	0.009727917752446757	0.007459966295954042	0.013492936172195663	0.0077039877313822575	0.0028315128326652844	2	2226.285519125683	1474.973155737705	0	43	122
1	44	19728	25730	1847	1605	1692	1439	1769.7823398215735	1518.623783454988	19728.0	-2.701199264265597e-10	28883971.367193833	-8692251.48330034	-9.641780707170255e-10	2131643.5261557223	-95857471.64118993	7343156494.056917	33629091.72080291	-10241144.002521556	33131903498.52879	-58335521819.681816	1.1410944074382177	19931	0.43033537598719845	158.4880744363288	1	0.7667314418966187	0.8763516791262015	0.16062186379529633	0.00026864235742200414	5.34484615324287e-05	2.0148633458618942e-07	-5.627787579047207e-13	-2.6352036750322585e-09	3.4709056418818204e-13	1746.0481110614528	1422.7000178921535	1464.1104707620557	-108.0516791441465	-108.0516791441465	1704.6376581915506	167.14296209228567	166.30694513459142	73.824115301167	26.049756756808222	23.021728866442675	149.36934089698596	150.8747834671999	nan	nan	0.07421484543603282	-0.0001590100721588903	nan	0.005477072138288043	-0.0017535506780858897	0.0009563868719336024	0.08640701835926351	-0.00018734444694324916	0.004315163046546713	-5.409316336080369e-05	0.0020390763016010396	0.0007789395719598034	-0.00012787341005567504	0.00010306766340487862	20.969167090931478	531.8721497261419	0.9898148612713863	19728.0	1534490.0	148240194.0	16015102646.0	1570818.0	124313543.0	12039196077.0	1298848087103.0	158703564.0	12673552447.0	1212375580693.0	128616038999791.0	0.8920143055467373	0.05172934548554001	0.08301456046565102	0.03852838392688794	0.025611165986974552	0.023575351521922965	0.048096581978835304	0.013082255894528954	0.0024090426531782343	0.00670214574887414	0.004376459012803466	0.004214716723703522	0.020818758139386096	0.00693234313190582	0.009462594000639063	0.0037638152817681793	0.012112170909701164	0.006080693664438263	0.007108302082901264	0.004407559230978317	0.00849772383957845	0.008871338130913065	0.006657630948300733	0.003263528538307125	0.0016514815773596284	0.009153874181997155	0.0032914444862024244	0.0026818052185005933	0.00370864102245368	0.003147419033025584	1	1769.7823398215735	1518.623783454988	0	44	124
1	45	18317	23449	1355	1721	1224	1542	1288.7950537751815	1629.597532347	18317.0	1.014655026665423e-11	19430872.63187202	8450637.651585435	-9.616485385777196e-10	-1609119.8635693658	-15148793.732963072	-3315998546.523251	36860349.00846207	-13307658.941282576	26176333830.116985	-12807628661.003122	1.1570665428844797	18499	0.692048093286822	152.715188311163	1	0.7811420529660114	0.8642545289634556	0.167776829435205	0.002790686116869995	3.960901356013258e-06	1.3159443710533284e-07	8.97844691238051e-14	6.358752422805146e-09	3.106418745145534e-14	2020.399668064009	1052.768516700641	1060.810865964515	87.84843934974973	87.84843934974973	2012.3573188001349	179.79542454974805	179.0111728356641	65.5133574166368	24.381275577726704	21.93171219946131	130.0	129.78557804012837	nan	nan	0.057914006986106624	0.00018610310401158403	nan	-0.0047960058606622115	-0.00033361240322577764	-0.0005395743488065624	0.10986282244909837	-0.0002930662440171671	0.004259374086679663	-1.5398503581801348e-05	0.0006802437979168513	-0.0010756509711610334	-6.513706441069991e-05	-9.368616001906718e-05	-5.230733768998655	516.0731598529185	0.9901616303583978	18317.0	1186851.0	96332947.0	8768397993.0	1604524.0	102356099.0	8214853631.0	741562145915.0	177412692.0	11200247401.0	879213790333.0	77570430869557.0	0.7276457741993496	0.012638282945742124	0.16908712989484112	0.08801373481127485	0.005543681609845764	0.000585965109592669	0.046855818810121345	0.006637462069954143	0.021679448676530134	0.001169100315533458	0.004785669595581224	0.003643800778299041	0.014873254816401537	0.025558597183864985	0.014545569606846992	0.005327576398098783	0.0015963729658118064	0.00333543208307073	0.0028294821034032082	0.0021947756940945444	0.01194599855901182	0.011703740156982285	0.003170990309999417	0.010197307087048527	0.001372729685076848	0.0010907153589639897	0.0014449155159796088	0.0030644385449902557	0.0018279271754627878	0.0020741270483772612	2	1288.7950537751815	1629.597532347	0	45	135
1	46	15043	22344	239	1723	92	1571	165.6063285248953	1646.3785813999866	15043.0	-1.5984369383659214e-10	18612136.677524444	-9548612.3227683	5.873062036698684e-10	-8430448.040949266	-82627863.18759528	-21761911899.23124	21689402.978927087	89981835.67256592	23783510432.337875	275411029014.876	1.2355626242991926	15280	0.7725064754277297	138.39560134430232	1	0.6732456140350878	0.8093478876209913	0.17809541012876487	0.005736591534030693	0.00019643587138506587	1.3064485277736065e-05	5.957060337641746e-10	8.821023262701504e-07	2.8837149994701336e-10	1909.2252187541887	769.8640358128212	1237.2622932609481	560.4233225386736	560.4233225386736	1441.8269613060618	174.7787272526809	171.40595088852663	55.758407437802596	20.98204918436501	19.0	111.21738934315843	110.98569535307304	nan	nan	0.08224837421132408	-0.00034403618441764585	nan	-0.03725475786336991	-0.0029770791625774256	-0.006392837736177629	0.09584703591744079	0.0032420425466294605	0.006986707955379369	0.0006596456967142274	0.0008169762941204834	-0.006741122257147322	-0.0006589056047133996	-0.0009663708780167103	-39.82842023519806	483.28636328851496	0.9844895287958115	15043.0	1107260.0	100113480.0	10099379180.0	1133920.0	75033240.0	6222715582.0	584243401932.0	107162684.0	6706883132.0	523821916922.0	46334244960836.0	0.6519177151617104	0.04234702800097825	0.17084212745576557	0.10202448271561321	0.011700636945763343	0.01115968074656024	0.01562835225959263	0.017530179249585283	0.022385351908476066	0.009641599421696189	0.018759059600472916	0.009691158479039513	0.013872841621073141	0.025252255942549894	0.010994316333636501	0.0050738372872421705	0.008355732094688035	0.006230933396172839	0.005755665731907867	0.004918778804924283	0.006575032000963177	0.003934346556803836	0.009996922730351182	0.008835690568466134	0.002233273303658104	0.0007920575498339095	0.006685514140898204	0.009699637050438333	0.0029759727802868563	0.0015709208404820943	3	165.6063285248953	1646.3785813999866	0	46	127
1	47	15411	21307	540	1751	397	1602	466.14294984102264	1675.0706638115632	15411.0	1.0879830369958654e-10	19085000.081500232	12435028.799747754	3.53367113348213e-10	-6767902.672376866	-35822230.88063754	-16778874137.324844	21191038.0471092	12288104.07789494	21029739137.6247	54601604711.728836	1.172712754672467	15604	0.7124575433106637	140.07817326019637	1	0.7232834279814145	0.8527237347898508	0.16958408888354248	0.0033268499028657867	2.3108454248392972e-05	7.187365145397908e-07	7.814445653810166e-13	5.8328944706781185e-09	2.822977307682459e-12	1751.174586624862	862.2858071594111	1238.4011473298444	439.1605134239742	439.1605134239742	1375.0592464544288	167.38815186863673	166.06625183943908	58.25804665451803	22.15364872905767	19.924858845171276	117.71962459383647	117.4588136946333	nan	nan	0.08035826016026504	0.00042176423005969247	nan	-0.028496561769124275	-0.0012149980405915192	-0.004584271758517168	0.08922582872327744	0.0004167809209586919	0.005745679860792298	0.00012017040781649354	0.0010901840019446358	-0.004988008534552247	-0.0001157480272016989	-0.0006406909599978075	-40.57812511965878	476.5584412271571	0.9876313765701102	15411.0	1065562.0	92761100.0	9065397520.0	1126092.0	71093420.0	5806387412.0	541138274624.0	103475328.0	6177807236.0	477309804572.0	42277408723760.0	0.7115053529593731	0.014542895085958372	0.17149796791179453	0.0915593593358517	0.0025315997909544662	0.014449417192524605	0.04089430205775969	0.0007739654642754844	0.019047085593157202	0.004558255359243484	0.005652021367974145	0.00460535609306995	0.01558775925879078	0.02799951528163058	0.01579029166751583	0.004946863681681937	0.0026414924955161577	0.004277660027033896	0.006373533797022421	0.0014431072184016604	0.006582395165501499	0.008272740099973277	0.005111770703074578	0.008643658405569932	0.0016640072966213077	0.0017432103168080015	0.003968089398253469	0.0027673195616318516	0.004629280826107098	0.00024251998407436788	2	466.14294984102264	1675.0706638115632	0	47	132
1	48	12542	17125	1029	1742	892	1617	957.5493541699889	1681.7752352096954	12542.0	-2.452793523843866e-11	14051456.949768782	27210207.257549725	-1.4242118595575448e-10	2770640.6294051986	37401977.554201506	6170470028.899362	11828053.388056131	-6456805.608787505	9223109450.108982	17496973365.561897	1.1415915426349041	12705	0.6123103864735304	126.36839149909447	1	0.7323795620437956	0.8759700494030491	0.16452142480630358	0.0014407349160445448	7.768135774507784e-05	1.395050917401895e-06	7.22002996637704e-12	2.655517129218262e-08	-1.2600643643276298e-11	1269.7422901052712	793.6854198153882	1120.3521726812933	-220.90899612543444	-220.90899612543444	943.0755372393661	142.53377368779772	140.63072210580447	55.86591089385369	20.4101820618461	18.110770276274835	111.31027517031195	112.68969215081835	nan	nan	0.08932803162823261	0.0015445958323112535	nan	0.01761353820167712	0.0021231348259719562	0.0031276479154854165	0.07519339317807097	-0.00036652256776213867	0.004674950029871976	7.919160466385377e-05	-0.002038315601992446	0.002578519992509029	0.00013343719947484734	0.0003424611392032561	55.93140372762292	424.17366491630685	0.9871704053522236	12542.0	822120.0	67940892.0	6322819656.0	812411.0	56023657.0	4801516645.0	458801609851.0	64452167.0	4577278913.0	396168671197.0	37987792103351.0	0.8072491572729872	0.0490127212000365	0.1277156338215784	0.07577287661817128	0.008156987726136839	0.01910008740979892	0.049291317395412045	0.020458637107314565	0.008118372036264655	0.01677338922365375	0.012647293356686533	0.007276616556866058	0.005077580829323052	0.012539330548123524	0.010945496919456097	0.001407341882990759	0.009803459978454457	0.009032713546526058	0.004323606415817056	0.0032683381262165047	0.0021190826995993377	0.01072006759721256	0.006469016833004496	0.003930764451300035	0.002704640630098084	0.005979040251286841	0.0051079025660094365	0.004998683220618179	0.004516822742946835	0.00316043633507268	1	957.5493541699889	1681.7752352096954	0	48	134
1	49	16149	20956	2064	1754	1940	1585	2001.8419097157719	1671.349495324788	16149.0	5.826450433232822e-13	15196695.39550437	-14760743.5108402	7.485141395591199e-10	-3408777.738435813	26906099.66608158	-6874182004.982098	29197521.44838691	15040366.071426319	19297145126.837925	-12301947185.84158	1.1635733246713775	16309	0.7206739845625221	143.39297544833968	1	0.7706146211108991	0.8594215583985008	0.17022962010712694	0.003565604194337665	2.0571058106997648e-05	8.328968902448397e-07	3.1990627625304747e-12	4.510997738550956e-08	-1.285243317208438e-12	1856.6691050246004	892.3690300853922	941.0301192336594	211.08289915386794	211.08289915386794	1808.0080158763333	172.35633345019153	170.51099671282202	59.135437767890075	22.658375744771483	20.396078054371138	118.03847288524653	119.4901857114896	nan	nan	0.05827172699446775	-0.000445393779720389	nan	-0.01307095790165756	0.000811870311208154	-0.0016322404000103335	0.1119578931126592	0.00045383116968405053	0.004582011337212102	-2.2986038899318818e-05	-0.0017244631561808947	-0.002722539150411251	9.105547910282584e-05	-0.0002594648639043678	-12.981640492987765	485.9310242291875	0.9901894659390521	16149.0	998685.0	76957283.0	6624009933.0	1394458.0	82827168.0	6250517998.0	530987694840.0	149608266.0	8678408770.0	638467568400.0	52956731642854.0	0.7072141916464244	0.03643107529164721	0.16850619999774402	0.09275970100958919	0.007335922280211202	0.010661479788908256	0.03612402653158377	0.004627506696208975	0.0201266927589635	0.01353378646383815	0.009355254098585267	0.0059405199785702864	0.014970952531949633	0.02562880426056615	0.014338641834930973	0.005101017979933554	0.002923199679522568	0.0059773990066906615	0.008673383409570825	0.00307513846078516	0.004311980425705817	0.006781272788798165	0.0055326894277244075	0.007644428970936989	0.0011584923358502679	0.007645440107063402	0.005613305698395477	0.004371989771397055	0.003402483848078855	0.0012211638184651233	4	2001.8419097157719	1671.349495324788	0	49	130
1	50	13424	17262	1631	1802	1494	1676	1561.7288438617402	1739.0728545887962	13424.0	6.215827852429356e-11	15715894.991656728	-526850.1809253602	-1.6470380614919122e-11	-2066124.809296782	605620.1758283302	-5037794273.594229	13363716.74821216	420368.49336879014	10915884691.746578	2997526810.650216	1.1215218884901987	13558	0.5301542518684098	130.73625223527262	1	0.7776619163480477	0.8916455490192953	0.1613707125641412	0.00069620762788605	2.1515750382507855e-08	3.539653822088233e-11	-2.5984152453619975e-20	-4.996145589452513e-13	1.6703970320599064e-20	1260.2213544498452	906.0190910111861	1170.7311525370028	153.91275397026087	153.91275397026087	995.5092929240285	141.99838615701773	142.77955035648486	60.166435825965294	21.630648876395902	19.1049731745428	120.8668146566538	120.40060405238412	nan	nan	0.08721179622593885	-2.5233777818850568e-05	nan	-0.01146549120755817	2.900650984426698e-05	-0.002082545975672015	0.07415891633820237	2.0133779104112695e-05	0.004512457337698663	1.069488881662434e-05	-3.207025776642937e-05	-0.0016381669314895898	1.5732474992152935e-05	-0.00023280301637468767	-59.82479883115447	434.9604614807105	0.9901165363622954	13424.0	909192.0	77294418.0	7363373514.0	846690.0	55279210.0	4595912718.0	431081086336.0	66766872.0	4261830638.0	344537994678.0	31464823642004.0	0.8357852007919262	0.014944341203909764	0.12702738704856106	0.057656180682625416	0.006964264036380864	0.0030999719682115764	0.07105289379649943	0.02357635408658718	0.01132725197330403	0.004423855419874364	0.004570219979946934	0.0028157757521878484	0.021138095976682432	0.003954340162456158	0.011417060234135126	0.003003973118499615	0.0049915868574567784	0.0031223471186470966	0.001174453972618995	0.0023527851223014637	0.006336432218185331	0.014792300480984169	0.006296153068608797	0.004572464302702868	0.0014750150411440748	0.0017622939890807718	0.0018966818162192733	0.0017489769220905482	0.0018987565197618223	0.0027425145713596178	0	1561.7288438617402	1739.0728545887962	0	50	0
1	51	15151	20460	773	1820	649	1655	708.5837238466108	1739.8139396739489	15151.0	-1.8602719364935183e-10	13993201.546300577	23171952.253648844	3.851425844914047e-10	5616317.517523591	49476645.239789315	11235988906.150452	26379312.49594088	2400481.810428057	19332378375.36753	58836787227.2404	1.215693908141838	15348	0.7653351042689559	138.8915128518746	1	0.7405180840664711	0.8225754799812054	0.17587463043956258	0.005305826900072599	7.161550248191713e-05	2.8913270377480473e-06	-7.441692806813445e-12	-5.988628174456435e-08	4.0934431678351834e-11	1884.1460705899435	780.5304551998694	923.5827038677695	-370.6895596015835	-370.6895596015835	1741.0938219220434	173.6270057607373	171.09354166653983	54.62600113499065	21.358400374741322	19.313207915827967	109.62701099183809	111.75190057980181	nan	nan	0.060958531045328335	0.0008200859650924187	nan	0.024466342789359347	0.0017510437582840504	0.0032306313797596633	0.11491609939423426	8.495621864928094e-05	0.005558548406065255	0.00013743723409035858	-0.003190566485925439	0.005205636731652091	0.00019897142416760665	0.0005531224039047544	21.102024976853368	481.10259710444143	0.9871644513943185	15151.0	902753.0	67782587.0	5729445011.0	1285016.0	82182356.0	6467667114.0	565834291550.0	135366582.0	9020729552.0	722779904178.0	63887301740234.0	0.658998132828287	0.048913795697918705	0.17183617408307092	0.09599177505955772	0.02011303103206518	0.008565639152816839	0.02449898565278152	0.015914157371854955	0.02322366942055582	0.0171372446262867	0.010156783870009196	0.0009492043526204622	0.008644237717268178	0.023367305276043315	0.011224506393116633	0.008216655461010375	0.0110876281679137	0.013526150676882199	0.007957765697107076	0.0013213244489244794	0.0018068914802906132	0.0024804733816918725	0.010727438672008448	0.008778923240303866	0.002989794283496794	0.005436529484616717	0.004156394201747033	0.0027637639549905188	0.002808810609571089	0.0008352763445830056	3	708.5837238466108	1739.8139396739489	0	51	138
